Nome da Nota,Data da Última Modificação,Data da Nota,Tags,Contagem de Palavras,Links,Caminho da Nota
",current_url",2025-02-11 18:08:52,2025-02-11,Comando,10,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,current_url.md"
",find_element",2025-02-10 17:31:03,2025-02-10,Comando,26,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,find_element.md"
",find_elements",2025-02-10 17:55:36,2025-02-10,Comando,26,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,find_elements.md"
",refresh()",2025-02-11 18:15:20,2025-02-11,Comando,14,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,refresh().md"
",send_keys()",2025-02-13 21:03:12,2025-02-13,Comando,11,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,send_keys().md"
",title",2025-02-11 18:16:47,2025-02-11,Comando,11,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,title.md"
Atributos,2025-02-10 18:42:01,2025-02-10,data: 2025-02-10,9,1,01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Conceito\Atributos.md
DOM,2025-02-10 18:25:06,2025-02-10,data: 2025-02-10,192,0,01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Conceito\DOM.md
Streamlit,2025-01-31 23:14:21,2025-01-31,[],105,2,01 - Progetos\zData Analyst\Python\Biblioteca\Streamlit\Streamlit.md
",get",2024-11-13 19:18:19,2024-11-13,Python,94,0,"01 - Progetos\zData Analyst\Python\Comandos\,get.md"
",__dict__",2025-02-10 18:41:59,2024-08-13,Python,106,4,"01 - Progetos\zData Analyst\Python\Comandos\,__dict__.md"
@atributo.setters e getters,2025-02-10 18:41:59,2024-08-15,POO,153,2,01 - Progetos\zData Analyst\Python\Comandos\@atributo.setters e getters.md
@classmethod,2025-01-28 22:04:52,2025-01-28,Comando,40,1,01 - Progetos\zData Analyst\Python\Comandos\@classmethod.md
@property,2025-02-10 18:41:59,2024-08-15,Python,127,4,01 - Progetos\zData Analyst\Python\Comandos\@property.md
@staticmethod,2025-01-28 21:56:22,2025-01-28,Conceito,21,1,01 - Progetos\zData Analyst\Python\Comandos\@staticmethod.md
Argumento,2024-11-16 00:02:07,2024-11-15,Conceito,19,2,01 - Progetos\zData Analyst\Python\Comandos\Argumento.md
Decorador,2024-08-16 00:27:58,2024-08-15,Python,14,2,01 - Progetos\zData Analyst\Python\Comandos\Decorador.md
Estilo de código,2025-02-03 21:51:29,2025-02-03,data: 2025-02-03,741,0,01 - Progetos\zData Analyst\Python\Comandos\Estilo de código.md
Função,2024-11-15 23:52:02,2024-11-14,Comando,15,3,01 - Progetos\zData Analyst\Python\Comandos\Função.md
"math,factorial",2025-01-04 21:23:13,2025-01-04,Comando,19,0,"01 - Progetos\zData Analyst\Python\Comandos\math,factorial.md"
Parâmetro,2024-11-16 00:03:55,2024-11-15,Conceito,47,2,01 - Progetos\zData Analyst\Python\Comandos\Parâmetro.md
pptint(),2024-08-26 01:20:22,2024-08-26,Programação,41,0,01 - Progetos\zData Analyst\Python\Comandos\pptint().md
Private em python,2024-08-13 23:42:51,2024-08-13,Python,146,0,01 - Progetos\zData Analyst\Python\Comandos\Private em python.md
try except else finally,2025-01-28 20:11:31,2025-01-28,data: 2025-01-28,45,0,01 - Progetos\zData Analyst\Python\Comandos\try except else finally.md
",ipynb",2025-01-25 22:58:25,2025-01-25,Conceito,10,0,"01 - Progetos\zData Analyst\Python\Conceitos\,ipynb.md"
",itens()",2025-02-11 20:18:30,2025-02-11,Comando,79,0,"01 - Progetos\zData Analyst\Python\Conceitos\,itens().md"
Atributo,2024-11-15 21:24:12,2024-11-14,Conceito,31,1,01 - Progetos\zData Analyst\Python\Conceitos\Atributo.md
Composição p,2025-02-10 18:41:59,2024-08-13,POO,135,5,01 - Progetos\zData Analyst\Python\Conceitos\Composição p.md
Escopo de variáveis,2025-01-28 19:28:21,2025-01-28,Conceito,135,0,01 - Progetos\zData Analyst\Python\Conceitos\Escopo de variáveis.md
gerenciador de contexto,2025-01-29 18:02:05,2025-01-29,Conceito,170,1,01 - Progetos\zData Analyst\Python\Conceitos\gerenciador de contexto.md
Importação,2025-01-28 20:49:34,2025-01-28,data: 2025-01-28,32,0,01 - Progetos\zData Analyst\Python\Conceitos\Importação.md
Instrução,2025-03-19 00:14:49,2024-11-13,Conceito,51,20,01 - Progetos\zData Analyst\Python\Conceitos\Instrução.md
Linter,2025-02-03 20:20:30,2025-02-03,data: 2025-02-03,46,0,01 - Progetos\zData Analyst\Python\Conceitos\Linter.md
Modo interativo,2025-02-10 17:57:16,2025-02-10,Comando,25,0,01 - Progetos\zData Analyst\Python\Conceitos\Modo interativo.md
Método de classe,2025-01-28 22:10:13,2025-01-28,Conceito,47,0,01 - Progetos\zData Analyst\Python\Conceitos\Método de classe.md
Método estático,2025-01-28 22:00:15,2025-01-28,Conceito,60,0,01 - Progetos\zData Analyst\Python\Conceitos\Método estático.md
Método,2025-01-31 18:44:58,2024-11-13,data: 2024-11-13,108,37,01 - Progetos\zData Analyst\Python\Conceitos\Método.md
Objetos são acessado por endereços,2024-08-12 20:55:24,2024-08-12,Python,148,2,01 - Progetos\zData Analyst\Python\Conceitos\Objetos são acessado por endereços.md
PEP 257,2025-02-03 20:31:13,2025-02-03,[],46,0,01 - Progetos\zData Analyst\Python\Conceitos\PEP 257.md
PEP 8,2025-02-03 20:16:52,2025-02-03,Comando,74,0,01 - Progetos\zData Analyst\Python\Conceitos\PEP 8.md
REPL,2025-01-25 21:14:37,2025-01-25,Conceito,31,0,01 - Progetos\zData Analyst\Python\Conceitos\REPL.md
Sem título,2025-02-13 19:12:01,,,0,0,01 - Progetos\zData Analyst\Python\Conceitos\Sem título.md
to int,2024-12-26 20:42:49,2024-12-26,Conceito,55,6,01 - Progetos\zData Analyst\Python\Conceitos\to int.md
traceback,2025-02-07 20:29:30,2025-02-07,Conceito,185,0,01 - Progetos\zData Analyst\Python\Conceitos\traceback.md
Type Hints,2025-01-28 19:52:17,2025-01-28,Conceito,215,1,01 - Progetos\zData Analyst\Python\Conceitos\Type Hints.md
xpath,2025-02-12 19:54:14,2025-02-12,data: 2025-02-12,65,0,01 - Progetos\zData Analyst\Python\Conceitos\xpath.md
Comandos,2024-08-22 20:29:47,2024-08-22,Programação,538,4,01 - Progetos\zData Analyst\Python\Scikit-Learn\Comandos.md
'backticks',2024-10-09 23:56:50,2024-10-09,DataAnalyst,56,0,01 - Progetos\zData Analyst\SQL\'backticks'.md
Campos,2024-09-16 00:40:14,2024-09-16,DataAnalyst,25,1,01 - Progetos\zData Analyst\SQL\Campos.md
Dados caracteres e strings,2024-09-13 20:35:08,2024-09-12,DataAnalyst,20,1,01 - Progetos\zData Analyst\SQL\Dados caracteres e strings.md
Dados Diversos,2024-12-31 01:27:56,2024-09-11,DataAnalyst,46,7,01 - Progetos\zData Analyst\SQL\Dados Diversos.md
Dados sequência de Unicode,2024-12-31 01:28:00,2024-09-11,DataAnalyst,71,10,01 - Progetos\zData Analyst\SQL\Dados sequência de Unicode.md
"Diferenças DML,DDL e DCL",2024-09-12 17:56:04,2024-09-11,DataAnalyst,43,3,"01 - Progetos\zData Analyst\SQL\Diferenças DML,DDL e DCL.md"
Different Types,2024-09-21 21:25:42,2024-09-21,DataAnalyst,25,0,01 - Progetos\zData Analyst\SQL\Different Types.md
Erro code 1175,2024-09-16 14:26:31,2024-09-15,Erro,87,5,01 - Progetos\zData Analyst\SQL\Erro code 1175.md
Geral,2024-12-31 01:28:16,2024-09-11,DataAnalyst,33,6,01 - Progetos\zData Analyst\SQL\Geral.md
Linguagem de Controle de Dados (DCL),2024-12-31 01:28:51,2024-09-11,DataAnalyst,47,4,01 - Progetos\zData Analyst\SQL\Linguagem de Controle de Dados (DCL).md
Linguagem de Definição de Dados (DDL),2024-12-31 01:28:56,2024-09-11,DataAnalyst,65,7,01 - Progetos\zData Analyst\SQL\Linguagem de Definição de Dados (DDL).md
Linguagem de Manipulação de Dados (DML),2024-12-31 01:29:01,2024-09-11,DataAnalyst,72,8,01 - Progetos\zData Analyst\SQL\Linguagem de Manipulação de Dados (DML).md
Otimizar as consultas SQL,2024-09-26 23:09:10,2024-09-26,DataAnalyst,517,11,01 - Progetos\zData Analyst\SQL\Otimizar as consultas SQL.md
Projetos,2024-08-31 01:14:26,2024-08-19,Programação,474,1,01 - Progetos\zData Analyst\SQL\Projetos.md
Qualificador de escopo,2024-10-10 00:04:13,2024-10-09,DataAnalyst,212,1,01 - Progetos\zData Analyst\SQL\Qualificador de escopo.md
Queries,2024-12-31 01:29:46,2024-09-11,DataAnalyst,36,3,01 - Progetos\zData Analyst\SQL\Queries.md
RDBMS,2024-12-31 01:29:51,2024-09-11,DataAnalyst,561,14,01 - Progetos\zData Analyst\SQL\RDBMS.md
SCHEMA,2024-10-09 23:49:15,2024-10-09,DataAnalyst,319,4,01 - Progetos\zData Analyst\SQL\SCHEMA.md
Sintaxe SQL,2024-12-31 01:30:02,2024-09-11,DataAnalyst,66,11,01 - Progetos\zData Analyst\SQL\Sintaxe SQL.md
SQL vx NoSQL,2024-12-31 01:30:10,2024-09-11,DataAnalyst,295,10,01 - Progetos\zData Analyst\SQL\SQL vx NoSQL.md
SQL,2024-12-31 01:30:06,2024-09-11,DataAnalyst,47,6,01 - Progetos\zData Analyst\SQL\SQL.md
SSMS,2024-09-28 20:42:46,2024-09-28,DataAnalyst,70,2,01 - Progetos\zData Analyst\SQL\SSMS.md
Subquereies Aninhadas,2024-09-21 21:26:08,2024-09-21,DataAnalyst,37,0,01 - Progetos\zData Analyst\SQL\Subquereies Aninhadas.md
Subquereies Correlacionadas,2024-09-21 21:25:12,2024-09-21,DataAnalyst,39,0,01 - Progetos\zData Analyst\SQL\Subquereies Correlacionadas.md
Subqueries,2024-09-21 21:25:51,2024-09-21,DataAnalyst,38,3,01 - Progetos\zData Analyst\SQL\Subqueries.md
Tipos de dados SQL,2024-12-31 01:30:29,2024-09-11,DataAnalyst,48,8,01 - Progetos\zData Analyst\SQL\Tipos de dados SQL.md
Unicode,2024-12-31 01:30:34,2024-09-11,DataAnalyst,42,1,01 - Progetos\zData Analyst\SQL\Unicode.md
Árvore balanceada,2024-09-26 20:59:11,2024-09-26,DataAnalyst,96,1,01 - Progetos\zData Analyst\SQL\Árvore balanceada.md
Coisas para juntar,2024-10-23 22:36:39,,,16,10,01 - Progetos\zData Analyst\SQL\00\Coisas para juntar.md
ABS,2024-10-23 01:06:45,2024-09-23,Comando,61,1,01 - Progetos\zData Analyst\SQL\Comandos\ABS.md
ADD,2024-09-15 23:34:25,2024-09-15,Comando,51,1,01 - Progetos\zData Analyst\SQL\Comandos\ADD.md
ALTER,2024-09-13 20:44:35,2024-09-13,DataAnalyst,20,0,01 - Progetos\zData Analyst\SQL\Comandos\ALTER.md
AND,2024-09-17 19:04:11,2024-09-17,DataAnalyst,32,0,01 - Progetos\zData Analyst\SQL\Comandos\AND.md
AS,2024-09-19 20:17:36,2024-09-16,DataAnalyst,148,1,01 - Progetos\zData Analyst\SQL\Comandos\AS.md
ASC,2024-09-16 21:20:02,2024-09-16,DataAnalyst,24,0,01 - Progetos\zData Analyst\SQL\Comandos\ASC.md
asterisco,2024-09-13 20:50:45,2024-09-13,Comando,13,0,01 - Progetos\zData Analyst\SQL\Comandos\asterisco.md
BETWEEN,2024-09-19 19:50:49,2024-09-16,DataAnalyst,88,1,01 - Progetos\zData Analyst\SQL\Comandos\BETWEEN.md
CASE,2024-10-23 00:33:54,2024-09-23,Comando,156,2,01 - Progetos\zData Analyst\SQL\Comandos\CASE.md
CAST(),2025-02-18 20:57:39,2025-02-18,Comando,168,0,01 - Progetos\zData Analyst\SQL\Comandos\CAST().md
CEILING,2024-09-23 21:17:08,2024-09-23,Comando,62,0,01 - Progetos\zData Analyst\SQL\Comandos\CEILING.md
CHECK,2024-09-20 23:08:25,2024-09-20,DataAnalyst,46,3,01 - Progetos\zData Analyst\SQL\Comandos\CHECK.md
COALESCE,2024-09-25 14:24:11,2024-09-24,Comando,98,0,01 - Progetos\zData Analyst\SQL\Comandos\COALESCE.md
CONCAT,2024-10-12 20:54:55,2024-09-21,DataAnalyst,82,0,01 - Progetos\zData Analyst\SQL\Comandos\CONCAT.md
Consultas Agregadas,2024-09-20 23:10:42,,,0,0,01 - Progetos\zData Analyst\SQL\Comandos\Consultas Agregadas.md
COUNT(),2024-09-18 21:00:02,2024-09-18,DataAnalyst,21,0,01 - Progetos\zData Analyst\SQL\Comandos\COUNT().md
COUNT,2024-09-16 01:25:55,2024-09-16,DataAnalyst,70,1,01 - Progetos\zData Analyst\SQL\Comandos\COUNT.md
CREATE INDEX,2024-09-21 00:35:49,2024-09-21,DataAnalyst,115,0,01 - Progetos\zData Analyst\SQL\Comandos\CREATE INDEX.md
CREATE TEMPORARY TABLE,2024-10-03 00:33:20,2024-09-26,Comando,148,0,01 - Progetos\zData Analyst\SQL\Comandos\CREATE TEMPORARY TABLE.md
CREATE VIEW,2024-09-28 21:42:21,2024-09-24,Comando,108,1,01 - Progetos\zData Analyst\SQL\Comandos\CREATE VIEW.md
CREATE,2024-09-21 20:37:39,2024-09-12,DataAnalyst,24,2,01 - Progetos\zData Analyst\SQL\Comandos\CREATE.md
CROSS JOIN,2024-09-21 20:13:39,2024-09-21,Comando,86,0,01 - Progetos\zData Analyst\SQL\Comandos\CROSS JOIN.md
CRUD,2024-09-16 21:18:04,2024-09-13,DataAnalyst,42,4,01 - Progetos\zData Analyst\SQL\Comandos\CRUD.md
DATE,2024-09-24 19:38:28,2024-09-15,Comando,154,1,01 - Progetos\zData Analyst\SQL\Comandos\DATE.md
DATEADD,2024-09-23 21:13:37,2024-09-23,DataAnalyst,96,0,01 - Progetos\zData Analyst\SQL\Comandos\DATEADD.md
DATEPART,2024-09-23 21:11:24,2024-09-23,Comando,80,0,01 - Progetos\zData Analyst\SQL\Comandos\DATEPART.md
DATE_TRUNC,2025-02-19 20:48:04,2025-02-19,Comando,168,1,01 - Progetos\zData Analyst\SQL\Comandos\DATE_TRUNC.md
DEFAULT,2024-09-21 00:03:30,2024-09-21,DataAnalyst,46,0,01 - Progetos\zData Analyst\SQL\Comandos\DEFAULT.md
DELETE ou DROP VIEW,2024-09-25 21:26:12,2024-09-25,Comando,66,2,01 - Progetos\zData Analyst\SQL\Comandos\DELETE ou DROP VIEW.md
DELETE,2024-10-20 00:56:29,2024-09-15,Comando,20,1,01 - Progetos\zData Analyst\SQL\Comandos\DELETE.md
DESC,2024-09-16 21:20:21,2024-09-16,DataAnalyst,12,0,01 - Progetos\zData Analyst\SQL\Comandos\DESC.md
DISTINCT,2024-10-10 23:59:36,2024-04-28,DataAnalyst,71,1,01 - Progetos\zData Analyst\SQL\Comandos\DISTINCT.md
DOD,2024-10-02 15:30:26,2024-10-02,DataAnalyst,59,0,01 - Progetos\zData Analyst\SQL\Comandos\DOD.md
DROP VIEW,2024-09-25 21:21:55,2024-09-25,Comando,83,0,01 - Progetos\zData Analyst\SQL\Comandos\DROP VIEW.md
DROP,2024-09-13 20:42:37,2024-09-12,DataAnalyst,21,1,01 - Progetos\zData Analyst\SQL\Comandos\DROP.md
ESCAPE,2025-02-21 18:19:54,2025-02-21,Comando,123,0,01 - Progetos\zData Analyst\SQL\Comandos\ESCAPE.md
Extract(),2025-02-20 19:01:13,2025-02-19,Comando,93,0,01 - Progetos\zData Analyst\SQL\Comandos\Extract().md
FLOOR,2024-09-23 22:29:47,2024-09-23,Comando,61,1,01 - Progetos\zData Analyst\SQL\Comandos\FLOOR.md
FOREIGN KEY,2024-10-12 23:34:26,2024-09-16,Comando,131,2,01 - Progetos\zData Analyst\SQL\Comandos\FOREIGN KEY.md
FULL (OUTER) JOIN,2024-09-20 19:10:59,2024-09-19,Comando,147,0,01 - Progetos\zData Analyst\SQL\Comandos\FULL (OUTER) JOIN.md
Funções avançadas,2024-10-15 21:07:58,2024-09-21,Comando,320,22,01 - Progetos\zData Analyst\SQL\Comandos\Funções avançadas.md
Funções de agregação SQL,2024-09-18 20:29:24,2024-09-18,DataAnalyst,133,8,01 - Progetos\zData Analyst\SQL\Comandos\Funções de agregação SQL.md
GROUP BY,2024-10-14 23:42:10,2024-09-18,DataAnalyst,142,6,01 - Progetos\zData Analyst\SQL\Comandos\GROUP BY.md
HAVING,2025-03-19 00:14:49,2024-09-20,DataAnalyst,205,5,01 - Progetos\zData Analyst\SQL\Comandos\HAVING.md
IN,2024-09-16 21:03:51,2024-09-16,DataAnalyst,30,0,01 - Progetos\zData Analyst\SQL\Comandos\IN.md
INSERT INTO,2024-09-17 20:09:18,2024-09-17,DataAnalyst,74,0,01 - Progetos\zData Analyst\SQL\Comandos\INSERT INTO.md
INTO,2024-09-16 21:18:04,2024-09-15,DataAnalyst,20,1,01 - Progetos\zData Analyst\SQL\Comandos\INTO.md
IS NULL,2024-09-18 00:00:20,2024-09-17,DataAnalyst,28,1,01 - Progetos\zData Analyst\SQL\Comandos\IS NULL.md
JOIN,2024-09-21 20:26:33,2024-09-19,Comando,219,6,01 - Progetos\zData Analyst\SQL\Comandos\JOIN.md
LEFT (OUTER) JOIN,2024-09-19 23:23:19,2024-09-19,Comando,154,0,01 - Progetos\zData Analyst\SQL\Comandos\LEFT (OUTER) JOIN.md
LENGTH,2024-09-23 20:26:07,2024-09-23,Comando,52,0,01 - Progetos\zData Analyst\SQL\Comandos\LENGTH.md
LIKE,2024-09-18 22:31:35,2024-09-16,DataAnalyst,41,1,01 - Progetos\zData Analyst\SQL\Comandos\LIKE.md
LIMIT,2024-09-18 20:20:30,2024-09-18,DataAnalyst,51,1,01 - Progetos\zData Analyst\SQL\Comandos\LIMIT.md
LOWER,2024-09-23 20:30:21,2024-09-23,Comando,48,0,01 - Progetos\zData Analyst\SQL\Comandos\LOWER.md
MAX(),2024-10-19 01:35:24,,,0,0,01 - Progetos\zData Analyst\SQL\Comandos\MAX().md
MOD,2024-09-23 22:38:01,2024-09-23,Comando,58,0,01 - Progetos\zData Analyst\SQL\Comandos\MOD.md
Nomal x temporary x view x Select,2024-10-09 01:37:21,2024-10-05,DataAnalyst,477,7,01 - Progetos\zData Analyst\SQL\Comandos\Nomal x temporary x view x Select.md
NOT NULL,2024-09-20 23:06:15,2024-09-20,DataAnalyst,39,2,01 - Progetos\zData Analyst\SQL\Comandos\NOT NULL.md
NOT,2024-09-19 19:44:35,2024-09-19,DataAnalyst,50,0,01 - Progetos\zData Analyst\SQL\Comandos\NOT.md
NULLIF,2024-09-24 19:06:09,2024-09-23,Comando,62,0,01 - Progetos\zData Analyst\SQL\Comandos\NULLIF.md
Operadores do LIKE,2024-09-19 19:41:35,2024-09-18,DataAnalyst,92,0,01 - Progetos\zData Analyst\SQL\Comandos\Operadores do LIKE.md
Operadores no SQL,2024-09-19 19:51:17,2024-09-13,DataAnalyst,65,7,01 - Progetos\zData Analyst\SQL\Comandos\Operadores no SQL.md
OR,2024-09-17 19:11:25,2024-09-17,DataAnalyst,66,0,01 - Progetos\zData Analyst\SQL\Comandos\OR.md
ORDER BY,2024-09-16 21:28:55,2024-09-16,DataAnalyst,89,2,01 - Progetos\zData Analyst\SQL\Comandos\ORDER BY.md
OVER(),2025-02-20 19:38:45,2025-02-20,Comando,130,0,01 - Progetos\zData Analyst\SQL\Comandos\OVER().md
Parênteses,2024-09-17 19:55:27,2024-09-17,DataAnalyst,95,1,01 - Progetos\zData Analyst\SQL\Comandos\Parênteses.md
Prefixos SQL,2024-09-19 20:33:54,,,0,0,01 - Progetos\zData Analyst\SQL\Comandos\Prefixos SQL.md
PRIMARY KEY,2024-09-15 21:38:10,2024-09-15,DataAnalyst,61,0,01 - Progetos\zData Analyst\SQL\Comandos\PRIMARY KEY.md
REFERENCES,2024-09-16 00:16:42,2024-09-16,Comando,35,1,01 - Progetos\zData Analyst\SQL\Comandos\REFERENCES.md
REPLACE VIEW,2024-09-25 21:19:07,2024-09-25,Comando,133,0,01 - Progetos\zData Analyst\SQL\Comandos\REPLACE VIEW.md
REPLACE,2024-09-23 20:28:53,2024-09-23,Comando,55,0,01 - Progetos\zData Analyst\SQL\Comandos\REPLACE.md
Restrições SQL,2024-09-20 23:57:06,2024-09-20,DataAnalyst,164,7,01 - Progetos\zData Analyst\SQL\Comandos\Restrições SQL.md
RIGHT (OUTER) JOIN,2024-09-19 23:23:40,2024-09-19,Comando,138,0,01 - Progetos\zData Analyst\SQL\Comandos\RIGHT (OUTER) JOIN.md
ROUND,2024-10-11 00:30:05,2024-09-23,Comando,60,0,01 - Progetos\zData Analyst\SQL\Comandos\ROUND.md
SELECT TOP,2024-09-18 00:08:13,2024-09-18,DataAnalyst,93,0,01 - Progetos\zData Analyst\SQL\Comandos\SELECT TOP.md
SELECT,2024-09-20 23:00:24,2024-09-18,DataAnalyst,17,4,01 - Progetos\zData Analyst\SQL\Comandos\SELECT.md
SELF JOIN,2024-09-20 19:27:48,2024-09-20,DataAnalyst,125,0,01 - Progetos\zData Analyst\SQL\Comandos\SELF JOIN.md
Sem título,2024-09-15 23:32:15,,,0,0,01 - Progetos\zData Analyst\SQL\Comandos\Sem título.md
SET,2024-09-15 20:56:03,2024-09-13,Comando,50,2,01 - Progetos\zData Analyst\SQL\Comandos\SET.md
SUBSTRING,2024-09-23 20:21:51,2024-09-23,DataAnalyst,65,0,01 - Progetos\zData Analyst\SQL\Comandos\SUBSTRING.md
TIME,2024-09-23 21:04:29,2024-09-23,Comando,78,0,01 - Progetos\zData Analyst\SQL\Comandos\TIME.md
TIMESTAMP,2024-09-23 21:07:45,2024-09-23,Comando,62,0,01 - Progetos\zData Analyst\SQL\Comandos\TIMESTAMP.md
UNION,2024-10-16 23:59:16,2024-09-20,Comando,157,1,01 - Progetos\zData Analyst\SQL\Comandos\UNION.md
UNIQUE,2024-09-21 00:01:48,2024-09-20,DataAnalyst,89,0,01 - Progetos\zData Analyst\SQL\Comandos\UNIQUE.md
UPDATE,2024-09-15 21:25:51,2024-09-15,DataAnalyst,27,1,01 - Progetos\zData Analyst\SQL\Comandos\UPDATE.md
UPPER,2024-10-11 00:29:43,2024-09-23,Comando,46,0,01 - Progetos\zData Analyst\SQL\Comandos\UPPER.md
USE,2024-09-15 20:52:44,2024-09-15,Comando,18,1,01 - Progetos\zData Analyst\SQL\Comandos\USE.md
VARCHAR,2024-09-16 00:05:19,2024-09-16,DataAnalyst,39,2,01 - Progetos\zData Analyst\SQL\Comandos\VARCHAR.md
VIEW,2024-09-25 21:10:25,2024-09-24,Comando,72,9,01 - Progetos\zData Analyst\SQL\Comandos\VIEW.md
WHERE,2024-09-16 21:02:53,2024-09-13,DataAnalyst,30,4,01 - Progetos\zData Analyst\SQL\Comandos\WHERE.md
ÍNDICES,2024-09-26 21:12:17,2024-09-26,data: 2024-09-26,46,5,01 - Progetos\zData Analyst\SQL\Comandos\ÍNDICES.md
diagrama ER.,2025-02-20 21:45:48,2025-02-20,Conceito,23,1,01 - Progetos\zData Analyst\SQL\Conhecimento\diagrama ER..md
SQLAlchemy,2025-04-27 18:16:15,2025-04-27,data: 2025-04-27,116,0,01 - Progetos\zData Analyst\SQL\Conhecimento\SQLAlchemy.md
Tipos de relaconamentos,2025-02-20 21:32:48,2025-02-20,Conhecimento,126,3,01 - Progetos\zData Analyst\SQL\Conhecimento\Tipos de relaconamentos.md
Planejamento,2024-10-02 23:58:42,2024-09-28,DataAnalyst,697,6,01 - Progetos\zData Analyst\SQL\PROJETO\Planejamento.md
Sem título,2025-01-17 21:50:17,2024-04-28,data: 2024-04-28,52,0,01 - Progetos\zData Analyst\SQL\PROJETO\Sem título.md
Career Content,2025-06-30 19:50:02,2024-11-24,data: 2024-11-24,7645,2,01 - Progetos\zData Analyst\Tripleten\Career Content.md
Perguntas,2025-04-24 22:14:09,,,549,4,01 - Progetos\zData Analyst\Tripleten\Perguntas.md
sadas,2025-05-12 16:03:18,,,34,1,01 - Progetos\zData Analyst\Tripleten\sadas.md
Sem título,2025-03-12 21:13:49,,,220,22,01 - Progetos\zData Analyst\Tripleten\Sem título.md
Apresentação,2025-07-14 14:38:37,,,563,0,01 - Progetos\zData Analyst\Tripleten\Aceleração de carreira\Apresentação.md
Entrevistas simuladas,2025-08-29 16:02:54,,,484,0,01 - Progetos\zData Analyst\Tripleten\Aceleração de carreira\Entrevistas simuladas.md
feed back das entrevistas,2025-09-19 16:23:48,2025-09-19,data: 2025-09-19,43,0,01 - Progetos\zData Analyst\Tripleten\Aceleração de carreira\feed back das entrevistas.md
Termos,2025-09-21 20:24:08,2025-09-19,DataAnalyst,1688,120,01 - Progetos\zData Analyst\Tripleten\Aceleração de carreira\Termos\Termos.md
coorte,2025-03-13 17:45:01,,,8275,0,01 - Progetos\zData Analyst\Tripleten\Aulas\coorte.md
indice,2025-05-29 13:49:03,,,4104,0,01 - Progetos\zData Analyst\Tripleten\Aulas\indice.md
Introdução á EDA e DATAVIZ,2024-12-03 20:18:58,2024-12-03,data: 2024-12-03,22,2,01 - Progetos\zData Analyst\Tripleten\Aulas\Introdução á EDA e DATAVIZ.md
Links importantes,2025-04-25 20:17:05,2025-04-25,data: 2025-04-25,16,0,01 - Progetos\zData Analyst\Tripleten\Aulas\Links importantes.md
Soft Skills para Analistas de Dados,2025-02-26 22:30:35,2025-02-24,data: 2025-02-24,290,0,01 - Progetos\zData Analyst\Tripleten\Aulas\Soft Skills para Analistas de Dados.md
"1,2",2025-03-06 21:19:44,2024-04-18,bootcamp,557,0,"01 - Progetos\zData Analyst\Tripleten\Aulas\aula msm\1,2.md"
3,2025-03-06 21:06:51,2024-11-11,bootcamp,489,0,01 - Progetos\zData Analyst\Tripleten\Aulas\aula msm\3.md
4,2025-03-06 21:14:15,2024-10-02,bootcamp,574,0,01 - Progetos\zData Analyst\Tripleten\Aulas\aula msm\4.md
5,2025-03-06 21:18:51,,,0,0,01 - Progetos\zData Analyst\Tripleten\Aulas\aula msm\5.md
6,2025-03-06 21:15:51,,,0,0,01 - Progetos\zData Analyst\Tripleten\Aulas\aula msm\6.md
método,2025-03-06 21:18:41,2025-03-06,machinelearning,237,2,01 - Progetos\zData Analyst\Tripleten\Aulas\aula msm\método.md
sprint 8,2025-03-17 19:39:02,2025-03-17,data: 2025-03-17,11,0,01 - Progetos\zData Analyst\Tripleten\Aulas\aula msm\sprint 8.md
checklist - possíveis erros nos entregáveis,2025-06-03 18:53:25,,,755,0,01 - Progetos\zData Analyst\Tripleten\CPC\checklist - possíveis erros nos entregáveis.md
CPC,2025-06-04 15:19:12,,,4,1,01 - Progetos\zData Analyst\Tripleten\CPC\CPC.md
Sem título,2025-06-08 21:10:38,,,71,1,01 - Progetos\zData Analyst\Tripleten\CPC\Sem título.md
progeto 3,2024-12-15 16:29:00,,,4414,0,01 - Progetos\zData Analyst\Tripleten\Sprints\progeto 3.md
sprin11,2025-04-24 20:42:02,2025-04-22,data: 2025-04-22,520,0,01 - Progetos\zData Analyst\Tripleten\Sprints\sprin11.md
sprint 10,2025-04-20 20:42:15,2025-04-16,data: 2025-04-16,152,0,01 - Progetos\zData Analyst\Tripleten\Sprints\sprint 10.md
Sprint 13,2025-05-26 22:22:12,2025-05-25,data: 2025-05-25,873,0,01 - Progetos\zData Analyst\Tripleten\Sprints\Sprint 13.md
Sprint 4,2025-01-15 18:58:24,2025-01-12,data: 2025-01-12,81,2,01 - Progetos\zData Analyst\Tripleten\Sprints\Sprint 4.md
Sprint 5,2025-02-07 19:31:29,2025-02-05,data: 2025-02-05,321,1,01 - Progetos\zData Analyst\Tripleten\Sprints\Sprint 5.md
